Department,Sub-Department,Sub-Sub-Department,Location,Position,Name,Apt_Type,Pay_Plan,Lvl_grade_pay,Tenure,Expiration,Additional_Note,Additional_Note_2,Additional_Note3,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF ADMINISTRATION,None,Do......................,Chief Financial,Catherine G. Solomon.................,PA,AD,..........,..........,................,Officer.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,"Washington, DC..............",Director..............,Vacant...............................,PAS,EX,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Senior Advisor........,Meaghan Kate Muldoon.................,SC,GS,15,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Confidential Assistant,Roxana Moussavian....................,SC,GS,7,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Deputy Director.......,Heather A. Higginbottom..............,PAS,EX,II,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Confidential Assistant,Mario Jay Carroll....................,SC,GS,7,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Executive Associate,Robert M. Gordon.....................,NA,ES,..........,..........,................,Director.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Confidential Assistant,Jamal Thomas O'Neal Brown............,SC,GS,7,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Intellectual Property,Victoria Espinel.....................,PAS,SL,..........,..........,................,Enforcement,Coordinator.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Confidential Assistant,Robert Matthew Bassey Ikoku..........,SC,GS,9,..........,................,Deputy Director for,Management,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Deputy Director.......,Jeffrey Dunston Zients...............,PAS,EX,II,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Senior Advisor........,Adam Maxwell Cooper Neufeld..........,SC,GS,15,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,"Executive Director,",Elizabeth M. Brown...................,NA,ES,..........,..........,................,Government,Reorganization,Initiative.,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Senior Advisor........,Lori Michelle Moore..................,NA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Special Assistant.....,Eric Frank Minkove...................,SC,GS,15,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Associate Director for,Shelley Hope Metzenbaum..............,NA,ES,..........,..........,................,Performance,Management.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of the Director,Do......................,Deputy Assistant,Career Incumbent.....................,CA,ES,..........,..........,................,Director.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Management and Operations,Do......................,Associate Director....,......do.............................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Management and Operations,Do......................,Assistant Director....,......do.............................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Economic Policy,Do......................,Associate Director....,Vacant...............................,........,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Economic Policy,Do......................,Deputy Associate,Career Incumbent.....................,CA,ES,..........,..........,................,Director.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Legislative Reference Division,Do......................,"Chief, Resources,",......do.............................,CA,ES,..........,..........,................,"Defense,",International Branch.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Legislative Reference Division,Do......................,"Chief, Health,",......do.............................,CA,ES,..........,..........,................,"Education, Veterans",and Social Programs.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Legislative Reference Division,Do......................,"Assistant Director,",......do.............................,CA,ES,..........,..........,................,Legislative Reference.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Legislative Reference Division,Do......................,"Chief, Economics,",......do.............................,CA,ES,..........,..........,................,Science and,Government Branch.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Procurement Policy,Do......................,Administrator.........,Joseph Gerald Jordan.................,PAS,EX,III,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Procurement Policy,Do......................,Deputy Administrator..,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Procurement Policy,Do......................,Associate,......do.............................,CA,SL,..........,..........,................,Administrator for,Acquisition Workforce,Programs.,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Procurement Policy,Do......................,Associate,......do.............................,CA,ES,..........,..........,................,Administrator.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Procurement Policy,Do......................,Confidential Assistant,Nikolis Robert Smith.................,SC,GS,9,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,General Counsel,Do......................,General Counsel.......,Boris Bershteyn......................,NA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,General Counsel,Do......................,Deputy General Counsel,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,General Counsel,Do......................,......do..............,Thomas Lue...........................,PA,SL,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,Deputy Administrator..,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,"Chief, Food, Health",......do.............................,CA,ES,..........,..........,................,and Labor Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,"Administrator, Office",Cass R. Sunstein.....................,PAS,EX,III,..........,................,of Information and,Regulatory Affairs.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,"Chief, Natural",Career Incumbent.....................,CA,ES,..........,..........,................,Resources and,Environment Branch.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,Senior Technical,......do.............................,CA,SL,..........,..........,................,Analyst.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,"Chief, Statistical",......do.............................,CA,ES,..........,..........,................,Policy Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,"Chief, Transportation",......do.............................,CA,ES,..........,..........,................,and Security Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,"Chief, Information",......do.............................,CA,ES,..........,..........,................,Policy Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,Counselor to the,Shayna L. Strom......................,SC,GS,13,..........,................,Administrator.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Information and Regulatory Affairs,Do......................,Associate,Jeffrey G. Weiss.....................,NA,ES,..........,..........,................,Administrator.,,and Information Technology,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of E-Government and Information Technology,Do......................,Administrator.........,Steven Lee VanRoekel.................,PA,EX,III,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of E-Government and Information Technology,Do......................,Deputy Administrator..,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of E-Government and Information Technology,Do......................,Chief Architect.......,......do.............................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of E-Government and Information Technology,Do......................,Confidential Assistant,Laura E. Lynch.......................,SC,GS,9,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Financial Management,"Washington, DC..............","Coordinator,",Gary Lee Glickman....................,TA,ES,..........,..........,2/11/2013,Partnership Fund for,Program Integrity,Innovation.,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Financial Management,Do......................,Deputy Controller.....,Career Incumbent.....................,CA,ES,..........,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Financial Management,Do......................,"Controller, Office of",Daniel I. Werfel.....................,PAS,EX,III,..........,................,Federal Financial,Management.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Financial Management,Do......................,"Chief, Accountability,",Career Incumbent.....................,CA,ES,..........,..........,................,"Performance, and",Reporting Branch.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Financial Management,Do......................,Confidential Assistant,David Allen Vorhaus..................,SC,GS,12,..........,................,,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Office of Federal Financial Management,Do......................,"Chief, Management",Career Incumbent.....................,CA,ES,..........,..........,................,Controls and,Assistance Branch.,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Budget Review,Do......................,"Chief, Budget Review",Vacant...............................,........,ES,..........,..........,................,Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Budget Review,Do......................,"Deputy Chief, Budget",Career Incumbent.....................,CA,ES,..........,..........,................,Review Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Budget Review,Do......................,"Chief, Budget Analysis",......do.............................,CA,ES,..........,..........,................,Branch.,,,,,,
EXECUTIVE OFFICE OF THE PRESIDENT,OFFICE OF MANAGEMENT AND BUDGET,Budget Review,Do......................,"Deputy Chief, Budget",......do.............................,CA,ES,..........,..........,................,Analysis Branch.,,,,,,
